timestamp,file,ticker,form_type,status
2026-05-10T00:40:22.569998,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Hesai_Q2_2023_Earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570003,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Hesai_Q3_2024_Earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570007,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Hesai_Q4_FY2022_Earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570012,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Hesai_Q4_FY2023_Earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570020,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Hesai_Q4_FY2024_Earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570029,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Q1-2025_earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570038,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Q2-2024_earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570048,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Q2-2025_earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570054,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Q3-2024_earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570061,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Q3-2025_earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570067,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Q4-2024_FY2024_earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570071,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings/Q4-2025_FY2025_earnings.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570119,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings-releases/Hesai-Q1-2024-Earnings-Release.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570128,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings-releases/Hesai-Q2-2024-Earnings-Release.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570133,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings-releases/Hesai-Q2-2025-Earnings-Release.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570139,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings-releases/Hesai-Q3-2025-Earnings-Release.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570144,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/earnings-releases/Hesai-Q4-FY2025-Earnings-Release.md,HESAI,earnings-release,injected
2026-05-10T00:40:22.570174,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/index.md,HESAI,index,injected
2026-05-10T00:40:22.570179,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/presentations/Hesai_Q3_2023_Correcting_Misinformation_Presentation.md,HESAI,unknown,injected
2026-05-10T00:40:22.570185,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/presentations/Hesai_Q3_2023_Transcript.md,HESAI,unknown,injected
2026-05-10T00:40:22.570189,/home/poomk/.openclaw/workspace/investments/stocks/HESAI/sec-filings/Hesai-20-F-2023.md,HESAI,20-F,injected
